"id","email","full_name"
119692,"orangtua222@sdntelagaasih04.kp.id","Orang Tua"
107620,"orangtua28@sdnegerijayamulya01.kp.id","Orangtua XXVIII"
146661,"orangtua248@sdntridayasakti02.kp.id","Orang Tua CCXLVIII"
119718,"orangtua235@sdntelagaasih04.kp.id","Orang Tua"
122740,"orangtua30@sdnegeridurenjayavi.kp.id","Orangtua"
107636,"orangtua28@sdnegerijayamulya01.kp.id","Orangtua XXVIII"
126778,"guru5@sdnegerijaticempakavi.kp.id","Guru V"
99657,"orangtua95@sdnegerikarangsatria03.kp.id","Orangtua XCV"
122917,"orangtua73@sdnegeridurenjayavi.kp.id","Orangtua"
119147,"murid188@sdntelagaasih04.kp.id","Murid CLXXXVIII"
69647,"guru17@sdnjaticempaka7.kp.id","Guru XVII"
69648,"guru17@sdnjaticempaka7.kp.id","Guru XVII"
69660,"guru24@sdnjaticempaka7.kp.id","Guru XXIV"
135011,"orangtua28@smpn6setu.kp.id","Orangtua"
87834,"parent751@sdnjatibeningi.kp.id","Orangtua DCCLI"
142957,"orangtua146@smpn1kediri.kp.id","Orang Tua"
69799,"guru24@sdnjatiasih4.kp.id","Guru XXIV"
69802,"guru24@sdnjatiasih4.kp.id","Guru XXIV"
134203,"orangtua18@sdnjatiwaringinii.kp.id","Orangtua"
136936,"orangtua1@sdnsumberjaya01.kp.id","Orang Tua I"
113154,"murid45@sdncibuntu03.kp.id","Murid XLV"
109438,"orangtua150@sdnegerijayasampurna01.kp.id","Murid CL"
85863,"murid116@sdkarangsambung3.kp.id","Murid CXVI"
60002,"orangtua294@smpn1setu.kp.id","Orangtua"
94749,"orangtua381@smpn17bekasi.kp.id",""
49605,"murid31@sdnbantarjaya06.kp.id","Murid XXXI"
101927,"murid90@sdnmuktiwari1.kp.id","Murid XC"
147006,"orangtua62@sdnkarangsambung02.kp.id","Orangtua CCXI"
105560,"orangtua521@sdnsumberjaya5.kp.id","orangtua DXXI"
138405,"orangtua139@sdnpadurenani.kp.id","Orangtua"
49639,"guru8@sdnbantarjaya06.kp.id","Guru VIII"
95600,"orangtua128@smpn16bekasi.kp.id","Orangtua"
107706,"orangtua104@sdnegerijayamulya01.kp.id","Orangtua CIV"
88856,"orangtua87@sdncibuntu3.kp.id","orangtua LXXXVII"
50412,"murid83@sdnwanasari09.kp.id","Murid LXXXIII"
108056,"murid96@sdnegerijayamulya01.kp.id","Murid XCVI"
87427,"parent689@sdnjatibeningi.kp.id","Orangtua DCLXXXIX"
145592,"orangtua7@sdntridayasakti02.kp.id","Orang Tua VII"
84821,"orangtua31@sdnjaticempaka1.kp.id","Orangtua"
84828,"orangtua31@sdnjaticempaka1.kp.id","Orangtua"
137281,"orangtua71@sdnsumberjaya01.kp.id","Orang Tua LXXI"
96955,"orangtua236@smpkp1majalaya.kp.id","Orang Tua"
105110,"orangtua44@sdnsumberjaya5.kp.id","orangtua XLIV"
121388,"murid34@sdnegeribojongrawalumbuvii.kp.id","Murid XXXIV"
103127,"guru2@sdnsertajaya1.kp.id","guru II"
121483,"orangtua57@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
122233,"murid56@sdnegeriharapanjayaxv.kp.id","Murid LVI"
74698,"murid160@smpn36bekasi.kp.id","Murid CLX"
121578,"murid80@sdnegeribojongrawalumbuvii.kp.id","Murid LXXX"
95091,"orangtua38@smpn16bekasi.kp.id","Orangtua"
69661,"guru24@sdnjaticempaka7.kp.id","Guru XXIV"
107238,"murid63@sdntambun3.kp.id","Murid LXIII"
148445,"orangtua3@sdn49prabumulih.kp.id","Orang Tua"
165198,"murid2@hs.digy.kp.id","Murid II"
145635,"murid313@sdntridayasakti02.kp.id","Murid CCCXIII"
105556,"murid520@sdnsumberjaya5.kp.id","Murid DXX"
57652,"murid285@smpn1setu.kp.id","Murid CCLXXXV"
103906,"orangtua131@sdnsukaresmi5.kp.id","orangtua CXXXI"
94795,"guru6@smpn17bekasi.kp.id","Guru VI"
143211,"murid209@smpn1kediri.kp.id","Iputu Artha Sedana Yoga"
72532,"murid84@sdnperwira3.kp.id","Murid LXXXIV"
106012,"orangtua201@sdnsumberjaya5.kp.id","orangtua CCI"
143085,"orangtua178@smpn1kediri.kp.id","Orang Tua"
96941,"murid232@smpkp1majalaya.kp.id","Murid CCXXXII"
121378,"murid31@sdnegeribojongrawalumbuvii.kp.id","Murid XXXI"
94894,"murid3@smpn16bekasi.kp.id","Murid III"
93833,"murid203@smpn17bekasi.kp.id","Murid CCIII"
115016,"orangtua52@sdntridayasakti02.kp.id","Orang Tua"
105859,"murid168@sdnsumberjaya5.kp.id","Murid CLXVIII"
123303,"murid168@sdnegeridurenjayavi.kp.id","Murid CLXVIII"
86652,"orangtua42@sdncibuntu1.kp.id","orangtua XLII"
79122,"murid174@smpn31bekasi.kp.id","Murid CLXXIV"
79028,"orangtua151@smpn31bekasi.kp.id","Orang Tua"
164481,"+6285802020317","Djoko pamungkas"
164491,"+6281218620565","kiya zahrani"
164497,"+6281218620565","kiya zahrani"
122466,"orangtua98@sdnegeriharapanjayaxv.kp.id","Orangtua"
146399,"murid459@sdntridayasakti02.kp.id","Murid CDLIX"
69760,"orangtua72@sdnjatiasih4.kp.id","Orang Tua"
74442,"murid76@smpn36bekasi.kp.id","Murid LXXVI"
120512,"murid132@sdnegeritridayasakti03.kp.id","Murid CXXXII"
106513,"murid326@sdnsumberjaya5.kp.id","Murid CCCXXVI"
139255,"orangtua106@smpnsatuatapsetu.kp.id","Orangtua"
107686,"murid35@sdnegerijayamulya01.kp.id","Murid XXXV"
102645,"orangtua2@sdnsertajaya1.kp.id","orangtua II"
122238,"murid8@sdnegeriharapanjayaxv.kp.id","Murid VIII"
89419,"murid95@sdncibuntu7.kp.id","Murid XCV"
135340,"murid123@smpn6setu.kp.id","Murid CXXIII"
113089,"orangtua84@sdncibuntu03.kp.id","Orang Tua"
148966,"murid126@sdn49prabumulih.kp.id","Murid CXXVI"
79262,"murid209@smpn31bekasi.kp.id","Murid CCIX"
119393,"murid235@sdntelagaasih04.kp.id","Murid CCXXXV"
134511,"murid75@sdnjatiwaringinii.kp.id","Murid LXXV"
85047,"orangtua83@sdnjaticempaka1.kp.id","Orangtua"
106518,"murid327@sdnsumberjaya5.kp.id","Murid CCCXXVII"
109117,"orangtua84@sdnegerijayasampurna01.kp.id","Murid LXXXIV"
112611,"orangtua164@sdntanjungbaru2.kp.id","orangtua CLXIV"
57452,"murid185@smpn1setu.kp.id","Murid CLXXXV"
144301,"murid17@sdn8banjaranyar.kp.id","Murid XVII"
120942,"guru9@smapgri3surabaya.kp.id","Purwati"
120924,"orangtua8@smapgri3surabaya.kp.id","Orang Tua"
96543,"murid375@smpn16bekasi.kp.id","Murid CCCLXXV"
94444,"murid364@smpn17bekasi.kp.id","Murid CCCLXIV"
110008,"murid1@sdnegerikarangbaru01.kp.id","Murid I"
86311,"murid83@sdkarangsambung3.kp.id","Murid LXXXIII"
112290,"orangtua112@sdntanjungbaru2.kp.id","orangtua CXII"
57432,"murid175@smpn1setu.kp.id","Murid CLXXV"
96954,"orangtua236@smpkp1majalaya.kp.id","Orang Tua"
57392,"murid155@smpn1setu.kp.id","Murid CLV"
147063,"orangtua74@sdnkarangsambung02.kp.id","Orangtua CCXXIII"
121476,"orangtua57@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
90483,"orangtua99@sdnkarangbahagia1.kp.id","orangtua XCIX"
90538,"orangtua99@sdnkarangbahagia1.kp.id","orangtua XCIX"
104138,"murid181@sdnsukaresmi5.kp.id","Murid CLXXXI"
96541,"murid374@smpn16bekasi.kp.id","Murid CCCLXXIV"
105881,"murid168@sdnsumberjaya5.kp.id","Murid CLXVIII"
140736,"murid87@sdntamanrahayu01.kp.id","Murid LXXXVII"
147873,"murid129@sdnpasirtanjung03.kp.id","Murid CXXIX"
96197,"orangtua257@smpn16bekasi.kp.id","Orangtua"
86213,"guru12@sdkarangsambung3.kp.id","guru XII"
96235,"murid266@smpn16bekasi.kp.id","Murid CCLXVI"
72240,"murid28@sdnperwira3.kp.id","Murid XXVIII"
59910,"orangtua248@smpn1setu.kp.id","Orangtua"
121444,"orangtua49@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
88636,"murid35@sdncibuntu3.kp.id","Murid XXXV"
93828,"orangtua202@smpn17bekasi.kp.id","Orangtua"
134197,"murid25@sdnjatiwaringinii.kp.id","Murid XXV"
135126,"orangtua57@smpn6setu.kp.id","Orangtua"
108391,"murid183@sdnegerijayamulya01.kp.id","Murid CLXXXIII"
104247,"murid212@sdnsukaresmi5.kp.id","Murid CCXII"
144191,"murid17@sdn8banjaranyar.kp.id","Murid XVII"
126861,"admin1@sdnegerijaticempakavi.kp.id","Admin I"
94910,"orangtua257@smpn16bekasi.kp.id","Orangtua"
140277,"orangtua77@sdntanjungbaru03.kp.id","Murid LXXVII"
93177,"orangtua17@smpn17bekasi.kp.id","Orangtua"
119469,"guru28@sdntelagaasih04.kp.id","Guru XXVIII"
143363,"murid243@smpn1kediri.kp.id","Murid CCXLIII"
175982,"orangtua291@sdn002baltimur.kp.id","Orang Tua"
94353,"murid341@smpn17bekasi.kp.id","Murid CCCXLI"
109914,"orangtua33@sdnegerikarangharja01.kp.id","Orangtua XXXIII"
127952,"orangtua14@sdnegeriperwirai.kp.id","Orangtua"
112842,"orangtua164@sdntanjungbaru2.kp.id","orangtua CLXIV"
84765,"orangtua21@sdnjaticempaka1.kp.id","Orangtua"
100814,"guru25@sdnegerikarangsatria03.kp.id","Guru XXV"
57505,"orangtua212@smpn1setu.kp.id","Orangtua"
86749,"orangtua67@sdncibuntu1.kp.id","orangtua LXVII"
176052,"orangtua326@sdn002baltimur.kp.id","Orang Tua"
176070,"orangtua335@sdn002baltimur.kp.id","Orang Tua"
133974,"murid142@sdnegerisukasejati01.kp.id","Murid CXLII"
176101,"orangtua350@sdn002baltimur.kp.id","Orang Tua"
95149,"orangtua48@smpn16bekasi.kp.id","Orangtua"
140523,"murid32@sdntamanrahayu01.kp.id","Murid XXXII"
101928,"murid90@sdnmuktiwari1.kp.id","Murid XC"
164445,"+6285802020317","Djoko pamungkas"
164433,"+6285802020317","Djoko pamungkas"
164439,"+6285802020317","Djoko pamungkas"
164452,"+6285802020317","Djoko pamungkas"
164448,"+6285802020317","Djoko pamungkas"
164430,"+6285802020317","Djoko pamungkas"
175604,"orangtua102@sdn002baltimur.kp.id","Orang Tua"
89259,"orangtua55@sdncibuntu7.kp.id","orangtua LV"
175720,"orangtua160@sdn002baltimur.kp.id","Orang Tua"
146803,"orangtua11@sdnkarangsambung02.kp.id","Orangtua CLX"
140404,"orangtua13@sdntamanrahayu01.kp.id","Orang Tua XIII"
73985,"orangtua252@smpn36bekasi.kp.id","Orang Tua"
175778,"orangtua189@sdn002baltimur.kp.id","Orang Tua"
108710,"murid128@sdnegerijayasampurna01.kp.id","Murid CXXVIII"
113328,"orangtua89@sdncibuntu03.kp.id","Orang Tua"
146815,"orangtua11@sdnkarangsambung02.kp.id","Orangtua CLX"
134242,"orangtua25@sdnjatiwaringinii.kp.id","Orangtua"
91012,"orangtua201@sdnkarangbahagia1.kp.id","orangtua CCI"
122218,"orangtua6@sdnegeriharapanjayaxv.kp.id","Orangtua"
111183,"orangtua5@sdnegerikarangreja02.kp.id","Orangtua V"
126294,"kepsek1@sdnegerijatiasihviii.kp.id","Kepsek I"
146234,"orangtua126@sdntridayasakti02.kp.id","Orang Tua CXXVI"
138341,"orangtua123@sdnpadurenani.kp.id","Orangtua"
134450,"orangtua63@sdnjatiwaringinii.kp.id","Orangtua"
113370,"murid101@sdncibuntu03.kp.id","Murid CI"
101275,"murid48@sdnmekarwangi1.kp.id","Murid XLVIII"
105305,"murid69@sdnsumberjaya5.kp.id","Murid LXIX"
90819,"murid158@sdnkarangbahagia1.kp.id","Murid CLVIII"
120982,"orangtua20@smapgri3surabaya.kp.id","Orang Tua"
120991,"orangtua20@smapgri3surabaya.kp.id","Orang Tua"
122367,"orangtua75@sdnegeriharapanjayaxv.kp.id","Orangtua"
146298,"orangtua136@sdntridayasakti02.kp.id","Orang Tua CXXXVI"
115355,"orangtua115@sdntridayasakti02.kp.id","Orang Tua"
134539,"orangtua110@sdnjatiwaringinii.kp.id","Orangtua"
146352,"orangtua244@sdntridayasakti02.kp.id","Orang Tua CCXLIV"
95339,"orangtua82@smpn16bekasi.kp.id","Orangtua"
146361,"orangtua151@sdntridayasakti02.kp.id","Orang Tua CLI"
95360,"orangtua82@smpn16bekasi.kp.id","Orangtua"
87339,"parent556@sdnjatibeningi.kp.id","Orangtua DLVI"
87344,"parent556@sdnjatibeningi.kp.id","Orangtua DLVI"
99351,"orangtua36@sdnegerikarangsatria03.kp.id","Orangtua XXXVI"
107462,"orangtua127@sdnegerijayamulya01.kp.id","Orangtua CXXVII"
148318,"orangtua88@sdnpasirtanjung03.kp.id","Orang Tua"
177046,"orangtua4@sdn016balutara.kp.id","Orang Tua"
177180,"orangtua71@sdn016balutara.kp.id","Orang Tua"
177242,"orangtua102@sdn016balutara.kp.id","Orang Tua"
71070,"orangtua85@sdnrawalumbu10.kp.id","Orang Tua"
145367,"parent532@sdntelagaasih04.kp.id","Orangtua DXXXII"
108667,"murid121@sdnegerijayasampurna01.kp.id","Azril Raffasya"
108777,"murid24@sdnegerijayasampurna01.kp.id","Muhammad Pradipta Amzari"
144619,"murid349@sdntelagaasih04.kp.id","Murid CCCXLIX"
124356,"orangtua32@sdnegerijaticempakavi.kp.id","Orangtua"
146640,"murid535@sdntridayasakti02.kp.id","Murid DXXXV"
91051,"murid251@sdnkarangbahagia1.kp.id","Murid CCLI"
108831,"murid148@sdnegerijayasampurna01.kp.id","Bryan Alexander meo"
100034,"orangtua143@sdnegerikarangsatria03.kp.id","Orangtua CXLIII"
100045,"orangtua165@sdnegerikarangsatria03.kp.id","Orangtua CLXV"
139667,"murid158@smpnsatuatapsetu.kp.id","Murid CLVIII"
100066,"orangtua148@sdnegerikarangsatria03.kp.id","Orangtua CXLVIII"
144219,"orangtua14@sdn8banjaranyar.kp.id","Orang Tua"
97041,"murid257@smpkp1majalaya.kp.id","Murid CCLVII"
107515,"murid15@sdnegerijayamulya01.kp.id","Murid XV"
136606,"murid40@sdnsumberurip01.kp.id","Murid XL"
144207,"murid10@sdn8banjaranyar.kp.id","Murid X"
74140,"murid136@smpn36bekasi.kp.id","Murid CXXXVI"
145962,"orangtua115@sdntridayasakti02.kp.id","Orang Tua CXV"
109435,"guru19@sdnegerijayasampurna01.kp.id","Guru XIX"
50429,"orangtua92@sdnwanasari09.kp.id","Orang Tua"
110313,"murid73@sdnegerikarangbaru01.kp.id","Murid LXXIII"
113120,"murid89@sdncibuntu03.kp.id","Murid LXXXIX"
110059,"murid12@sdnegerikarangbaru01.kp.id","Murid XII"
51042,"orangtua75@sdnwanasari09.kp.id","Orang Tua"
79158,"murid183@smpn31bekasi.kp.id","Murid CLXXXIII"
93837,"murid155@smpn17bekasi.kp.id","Murid CLV"
135735,"guru7@smpn6setu.kp.id","Guru VII"
93470,"orangtua74@smpn17bekasi.kp.id","Orangtua"
101274,"orangtua48@sdnmekarwangi1.kp.id","orangtua XLVIII"
102885,"orangtua37@sdnsertajaya1.kp.id","orangtua XXXVII"
88520,"murid6@sdncibuntu3.kp.id","Murid VI"
104566,"orangtua313@sdnsukaresmi5.kp.id","orangtua CCCXIII"
120660,"orangtua175@sdnegeritridayasakti03.kp.id","Orang Tua"
88568,"orangtua18@sdncibuntu3.kp.id","orangtua XVIII"
100799,"guru21@sdnegerikarangsatria03.kp.id","Guru XXI"
84788,"orangtua25@sdnjaticempaka1.kp.id","Orangtua"
104833,"orangtua426@sdnsumberjaya5.kp.id","orangtua CDXXVI"
86647,"orangtua42@sdncibuntu1.kp.id","orangtua XLII"
105753,"murid142@sdnsumberjaya5.kp.id","Murid CXLII"
56695,"orangtua119@smpn4cikarangbarat.kp.id","Orangtua"
121497,"orangtua62@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
138236,"orangtua93@sdnpadurenani.kp.id","Orangtua"
91124,"orangtua228@sdnkarangbahagia1.kp.id","orangtua CCXXVIII"
87815,"parent748@sdnjatibeningi.kp.id","Orangtua DCCXLVIII"
108842,"orangtua150@sdnegerijayasampurna01.kp.id","Murid CL"
84785,"orangtua61@sdnjaticempaka1.kp.id","Orangtua"
86887,"orangtua101@sdncibuntu1.kp.id","orangtua CI"
86875,"orangtua98@sdncibuntu1.kp.id","orangtua XCVIII"
113221,"orangtua109@sdncibuntu03.kp.id","Orang Tua"
122779,"murid39@sdnegeridurenjayavi.kp.id","Murid XXXIX"
103927,"orangtua131@sdnsukaresmi5.kp.id","orangtua CXXXI"
99921,"orangtua143@sdnegerikarangsatria03.kp.id","Orangtua CXLIII"
88729,"orangtua66@sdncibuntu3.kp.id","orangtua LXVI"
136984,"murid146@sdnsumberjaya01.kp.id","Murid CXLVI"
145002,"murid441@sdntelagaasih04.kp.id","Murid CDXLI"
71183,"orangtua49@sdnrawalumbu10.kp.id","Orang Tua"
101116,"orangtua11@sdnmekarwangi1.kp.id","orangtua XI"
109148,"orangtua84@sdnegerijayasampurna01.kp.id","Murid LXXXIV"
101977,"orangtua103@sdnmuktiwari1.kp.id","orangtua CIII"
110056,"orangtua16@sdnegerikarangbaru01.kp.id","Orangtua XVI"
145656,"murid318@sdntridayasakti02.kp.id","Murid CCCXVIII"
99494,"murid217@sdnegerikarangsatria03.kp.id","Murid CCXVII"
134476,"orangtua68@sdnjatiwaringinii.kp.id","Orangtua"
86693,"orangtua53@sdncibuntu1.kp.id","orangtua LIII"
104241,"orangtua211@sdnsukaresmi5.kp.id","orangtua CCXI"
143235,"orangtua215@smpn1kediri.kp.id","Orang Tua"
94969,"murid266@smpn16bekasi.kp.id","Murid CCLXVI"
85137,"orangtua115@sdnjaticempaka1.kp.id","Orangtua"
141709,"murid70@smpn5kediri.kp.id","Murid LXX"
147971,"orangtua21@sdnpasirtanjung03.kp.id","Orang Tua"
164500,"+6281218620565","kiya zahrani"
144776,"murid378@sdntelagaasih04.kp.id","Murid CCCLXXVIII"
119757,"guru28@sdntelagaasih04.kp.id","Guru XXVIII"
57887,"orangtua403@smpn1setu.kp.id","Orangtua"
122812,"murid49@sdnegeridurenjayavi.kp.id","Murid XLIX"
93935,"orangtua176@smpn17bekasi.kp.id","Orangtua"
147790,"murid123@sdnpasirtanjung03.kp.id","Murid CXXIII"
88773,"orangtua66@sdncibuntu3.kp.id","orangtua LXVI"
145103,"parent461@sdntelagaasih04.kp.id","Orangtua CDLXI"
96342,"murid294@smpn16bekasi.kp.id","Murid CCXCIV"
84774,"orangtua21@sdnjaticempaka1.kp.id","Orangtua"
104214,"murid200@sdnsukaresmi5.kp.id","Murid CC"
124319,"murid23@sdnegerijaticempakavi.kp.id","Murid XXIII"
107957,"orangtua74@sdnegerijayamulya01.kp.id","Orangtua LXXIV"
105216,"orangtua470@sdnsumberjaya5.kp.id","orangtua CDLXX"
86515,"orangtua8@sdncibuntu1.kp.id","orangtua VIII"
120051,"orangtua139@sdnegeritridayasakti03.kp.id","Orang Tua"
71332,"guru17@sdnrawalumbu10.kp.id","Guru XVII"
144966,"murid432@sdntelagaasih04.kp.id","Murid CDXXXII"
57203,"orangtua60@smpn1setu.kp.id","Orangtua"
101670,"murid26@sdnmuktiwari1.kp.id","Murid XXVI"
115463,"orangtua136@sdntridayasakti02.kp.id","Orang Tua"
143026,"orangtua146@smpn1kediri.kp.id","Orang Tua"
86542,"murid15@sdncibuntu1.kp.id","Murid XV"
91092,"orangtua220@sdnkarangbahagia1.kp.id","orangtua CCXX"
57257,"orangtua87@smpn1setu.kp.id","Orangtua"
103266,"orangtua286@sdnsukaresmi5.kp.id","orangtua CCLXXXVI"
105590,"orangtua526@sdnsumberjaya5.kp.id","orangtua DXXVI"
109697,"murid220@sdnegerijayasampurna01.kp.id","Murid CCXX"
122042,"murid12@sdnegeriharapanjayaxv.kp.id","Murid XII"
84695,"murid8@sdnjaticempaka1.kp.id","Murid VIII"
110015,"orangtua3@sdnegerikarangbaru01.kp.id","Orangtua III"
87822,"parent749@sdnjatibeningi.kp.id","Orangtua DCCXLIX"
107727,"murid106@sdnegerijayamulya01.kp.id","Murid CVI"
142250,"murid243@smpn1kediri.kp.id","I MADE SIKI PARISYA DHARMA"
122774,"murid39@sdnegeridurenjayavi.kp.id","Murid XXXIX"
95266,"murid316@smpn16bekasi.kp.id","Murid CCCXVI"
143138,"murid191@smpn1kediri.kp.id","Ni Nyoman Delia oci artalita "
136953,"murid4@sdnsumberjaya01.kp.id","Murid IV"
148433,"murid1@sdn49prabumulih.kp.id","Murid I"
109432,"murid148@sdnegerijayasampurna01.kp.id","Murid CXLVIII"
105563,"murid521@sdnsumberjaya5.kp.id","Murid DXXI"
145234,"murid499@sdntelagaasih04.kp.id","Murid CDXCIX"
144594,"murid349@sdntelagaasih04.kp.id","Murid CCCXLIX"
144836,"murid400@sdntelagaasih04.kp.id","Murid CD"
123235,"murid157@sdnegeridurenjayavi.kp.id","Murid CLVII"
119719,"murid235@sdntelagaasih04.kp.id","Murid CCXXXV"
119254,"murid207@sdntelagaasih04.kp.id","Murid CCVII"
134610,"orangtua96@sdnjatiwaringinii.kp.id","Orangtua"
120009,"murid132@sdnegeritridayasakti03.kp.id","Murid CXXXII"
135593,"orangtua154@smpn6setu.kp.id","Orangtua"
113151,"murid45@sdncibuntu03.kp.id","Murid XLV"
123070,"murid116@sdnegeridurenjayavi.kp.id","Murid CXVI"
99847,"murid272@sdnegerikarangsatria03.kp.id","Murid CCLXXII"
176248,"orangtua8@sdn004balkota.kp.id","Orang Tua"
59534,"orangtua60@smpn1setu.kp.id","Orangtua"
176344,"orangtua10@sdn029balutara.kp.id","Orang Tua"
176362,"orangtua19@sdn029balutara.kp.id","Orang Tua"
176380,"orangtua28@sdn029balutara.kp.id","Orang Tua"
148814,"murid106@sdn49prabumulih.kp.id","Murid CVI"
93663,"murid155@smpn17bekasi.kp.id","Murid CLV"
176470,"orangtua73@sdn029balutara.kp.id","Orang Tua"
176618,"orangtua12@sdn009baltengah.kp.id","Orang Tua"
113360,"murid98@sdncibuntu03.kp.id","Murid XCVIII"
79509,"orangtua271@smpn31bekasi.kp.id","Orang Tua"
71206,"orangtua119@sdnrawalumbu10.kp.id","Orang Tua"
71177,"orangtua99@sdnrawalumbu10.kp.id","Orang Tua"
94489,"murid375@smpn17bekasi.kp.id","Murid CCCLXXV"
175898,"orangtua249@sdn002baltimur.kp.id","Orang Tua"
176600,"orangtua3@sdn009baltengah.kp.id","Orang Tua"
139427,"murid34@smpnsatuatapsetu.kp.id","Murid XXXIV"
144958,"murid424@sdntelagaasih04.kp.id","Murid CDXXIV"
49533,"murid31@sdnbantarjaya06.kp.id","Murid XXXI"
101917,"orangtua88@sdnmuktiwari1.kp.id","orangtua LXXXVIII"
121341,"orangtua22@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
122271,"murid12@sdnegeriharapanjayaxv.kp.id","Murid XII"
143088,"orangtua179@smpn1kediri.kp.id","Orang Tua"
146069,"orangtua151@sdntridayasakti02.kp.id","Orang Tua CLI"
95028,"orangtua278@smpn16bekasi.kp.id","Orangtua"
120403,"orangtua105@sdnegeritridayasakti03.kp.id","Orang Tua"
108179,"orangtua127@sdnegerijayamulya01.kp.id","Orangtua CXXVII"
135118,"orangtua57@smpn6setu.kp.id","Orangtua"
148068,"murid37@sdnpasirtanjung03.kp.id","Murid XXXVII"
99825,"orangtua109@sdnegerikarangsatria03.kp.id","Orangtua CIX"
79396,"murid240@smpn31bekasi.kp.id","Murid CCXL"
50598,"guru12@sdnwanasari07.kp.id","Guru XII"
86046,"orangtua117@sdkarangsambung3.kp.id","orangtua CXVII"
88746,"murid59@sdncibuntu3.kp.id","Murid LIX"
55233,"orangtua23@smpn4cikarangbarat.kp.id","Orangtua"
111278,"guru12@sdnegerikarangreja02.kp.id","Guru XII"
91209,"murid291@sdnkarangbahagia1.kp.id","Murid CCXCI"
50701,"guru14@sdnwanasari07.kp.id","Guru XIV"
144862,"murid400@sdntelagaasih04.kp.id","Murid CD"
75207,"guru23@smpn36bekasi.kp.id","Guru XXIII"
136939,"murid1@sdnsumberjaya01.kp.id","Murid I"
142231,"murid8@smpn1kediri.kp.id","Murid VIII"
145130,"murid473@sdntelagaasih04.kp.id","Murid CDLXXIII"
143276,"murid208@smpn1kediri.kp.id","Murid CCVIII"
99350,"murid195@sdnegerikarangsatria03.kp.id","Murid CXCV"
119564,"orangtua158@sdntelagaasih04.kp.id","Orang Tua"
122738,"orangtua30@sdnegeridurenjayavi.kp.id","Orangtua"
87615,"parent598@sdnjatibeningi.kp.id","Orangtua DXCVIII"
122753,"orangtua34@sdnegeridurenjayavi.kp.id","Orangtua"
122756,"orangtua34@sdnegeridurenjayavi.kp.id","Orangtua"
93979,"orangtua247@smpn17bekasi.kp.id","Orangtua"
87775,"murid622@sdnjatibeningi.kp.id","Murid DCXXII"
107944,"orangtua74@sdnegerijayamulya01.kp.id","Orangtua LXXIV"
99948,"orangtua148@sdnegerikarangsatria03.kp.id","Orangtua CXLVIII"
120097,"orangtua46@sdnegeritridayasakti03.kp.id","Orang Tua"
120136,"orangtua53@sdnegeritridayasakti03.kp.id","Orang Tua"
56757,"orangtua150@smpn4cikarangbarat.kp.id","Orangtua"
89999,"orangtua303@sdnkarangbahagia1.kp.id","orangtua CCCIII"
110038,"orangtua11@sdnegerikarangbaru01.kp.id","Orangtua XI"
94172,"orangtua232@smpn17bekasi.kp.id","Orangtua"
102225,"orangtua165@sdnmuktiwari1.kp.id","orangtua CLXV"
141356,"orangtua72@sdntamanrahayu02.kp.id","Murid LXXII"
90340,"orangtua65@sdnkarangbahagia1.kp.id","orangtua LXV"
121479,"orangtua56@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
86369,"orangtua9@smpkartini3jakarta.kp.id","Orang Tua"
121599,"orangtua88@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
121657,"orangtua102@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
121662,"orangtua102@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
141640,"orangtua62@smpn5kediri.kp.id","Orang Tua"
86676,"orangtua49@sdncibuntu1.kp.id","orangtua XLIX"
145801,"orangtua61@sdntridayasakti02.kp.id","Orang Tua LXI"
90688,"orangtua151@sdnkarangbahagia1.kp.id","orangtua CLI"
145838,"orangtua61@sdntridayasakti02.kp.id","Orang Tua LXI"
102779,"orangtua66@sdnsertajaya1.kp.id","orangtua LXVI"
86771,"orangtua72@sdncibuntu1.kp.id","orangtua LXXII"
141871,"orangtua85@smpn5kediri.kp.id","Orang Tua"
90795,"orangtua153@sdnkarangbahagia1.kp.id","orangtua CLIII"
126149,"orangtua51@sdnegerijatiasihviii.kp.id","Orangtua"
135587,"orangtua194@smpn6setu.kp.id","Orangtua"
140296,"murid71@sdntanjungbaru03.kp.id","Murid LXXI"
107131,"murid27@sdntambun3.kp.id","Murid XXVII"
121344,"murid23@sdnegeribojongrawalumbuvii.kp.id","Murid XXIII"
75140,"murid293@smpn36bekasi.kp.id","Murid CCXCIII"
147114,"murid235@sdnkarangsambung02.kp.id","Murid CCXXXV"
120239,"murid171@sdnegeritridayasakti03.kp.id","Murid CLXXI"
134306,"murid45@sdnjatiwaringinii.kp.id","Murid XLV"
134100,"murid4@sdnjatiwaringinii.kp.id","Murid IV"
89986,"murid261@sdnkarangbahagia1.kp.id","Murid CCLXI"
103833,"guru10@sdnsukaresmi5.kp.id","guru X"
161946,"murid49@smamasadepan.kp.id","salma khoirunnisa"
85845,"murid10@sdkarangsambung3.kp.id","Murid X"
